Sample name,AA amplicon number,Feature ID,Classification,Location,Oncogenes,Complexity score,Captured interval length,Feature median copy number,Feature maximum copy number,Filter flag,Reference version,Tissue of origin,Sample type,Feature BED file,CNV BED file,AA PNG file,AA PDF file,AA cycles file,AA graph file,Run metadata JSON,Sample metadata JSON,All genes
EBC1_LUNG,11,EBC1_LUNG_amplicon11_Linear_1,Linear,['chr4:55202970-55550286'],[],0.6199612207280509,347316.0,4.55737017282725,4.55737017282725,LowCN,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon11_Linear_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon11.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon11.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon11_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon11_graph.txt,Not Provided,Not Provided,"['CLOCK', 'SRD5A3', 'SRD5A3-AS1', 'TMEM165']"
EBC1_LUNG,12,EBC1_LUNG_amplicon12_Complex-non-cyclic_1,Complex-non-cyclic,['chr5:38826555-40431567'],[],1.0435194597250024,1605012.0,5.52328520511825,5.854692275027303,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon12_Complex-non-cyclic_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon12.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon12.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon12_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon12_graph.txt,Not Provided,Not Provided,"['C9', 'DAB2', 'FYB1', 'OSMR', 'OSMR-AS1', 'RICTOR']"
EBC1_LUNG,13,EBC1_LUNG_amplicon13_BFB_1,BFB,"['chr7:81922208-82532143', 'chr7:82536148-87207159', 'chr7:87207675-90181095', 'chr7:90183286-91091039']","['CDK14', 'CROT']",0.88670703916758,9162119.0,5.11529191059898,7.7609303786272745,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon13_BFB_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon13.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon13.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon13_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon13_graph.txt,Not Provided,Not Provided,"['ABCB1', 'ABCB4', 'ADAM22', 'CACNA2D1', 'CACNA2D1-AS1', 'CDK14', 'CFAP69', 'CLDN12', 'CROT', 'DBF4', 'DMTF1', 'DPY19L2P4', 'GRM3', 'GTPBP10', 'KIAA1324L', 'PCLO', 'RUNDC3B', 'SEMA3A', 'SEMA3D', 'SEMA3E', 'SLC25A40', 'SRI', 'STEAP1', 'STEAP2', 'STEAP2-AS1', 'STEAP4', 'TEX47', 'TMEM243', 'TP53TG1', 'ZNF804B']"
EBC1_LUNG,14,EBC1_LUNG_amplicon14_BFB_1,BFB,"['chr7:116502095-119191194', 'chr7:119194699-120702370']","['CAV1', 'MET', 'WNT2']",0.9054772513744251,4196770.0,10.82797633157322,18.050170483248436,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon14_BFB_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon14.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon14.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon14_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon14_graph.txt,Not Provided,Not Provided,"['ANKRD7', 'ASZ1', 'CAPZA2', 'CAV1', 'CAV2', 'CFTR', 'CFTR-AS1', 'CTTNBP2', 'KCND2', 'LSM8', 'MET', 'ST7', 'ST7-AS1', 'ST7-AS2', 'ST7-OT3', 'ST7-OT4', 'WNT2']"
EBC1_LUNG,15,EBC1_LUNG_amplicon15_Linear_1,Linear,"['chr11:45056194-45961618', 'chr11:47651747-47866115', 'chr11:47866642-48186280']",[],0.8047853767287237,1439430.0,5.25621080880314,5.576294568109153,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon15_Linear_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon15.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon15.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon15_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon15_graph.txt,Not Provided,Not Provided,"['AGBL2', 'C11orf94', 'CHST1', 'CRY2', 'FNBP4', 'LARGE2', 'MAPK8IP1', 'NUP160', 'PEX16', 'PHF21A', 'PRDM11', 'PTPRJ', 'SLC35C1', 'SYT13']"
EBC1_LUNG,16,EBC1_LUNG_amplicon16_Complex-non-cyclic_1,Complex-non-cyclic,"['chr15:48450988-48946751', 'chr15:51431039-51686722', 'chr15:51686742-51972597', 'chr15:52284004-53559755', 'chr11:48708962-48709533', 'chr11:55124828-55125555']",[],1.244663887797854,2314350.0,6.285232372696622,6.73395202854346,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon16_Complex-non-cyclic_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon16.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon16.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon16_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon16_graph.txt,Not Provided,Not Provided,"['ARPP19', 'CEP152', 'DMXL2', 'EID1', 'FAM214A', 'FBN1', 'LEO1', 'LYSMD2', 'MYO5A', 'MYO5C', 'ONECUT1', 'SCG3', 'SHC4', 'TMOD2', 'TMOD3', 'WDR72']"
EBC1_LUNG,19,EBC1_LUNG_amplicon19_ecDNA_1,ecDNA,"['chr14:33356852-35038503', 'chr14:35040414-35136408', 'chr14:35145892-37194450', 'chr14:58110554-59416760', 'chr14:59417328-59874680', 'chr14:59876524-61866732', 'chr14:99100515-99100838']","['MNAT1', 'NKX2-1', 'SIX1']",0.6941487530291903,7580292.0,4.604760260301866,20.074149526076365,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon19_ecDNA_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon19.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon19.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon19_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon19_graph.txt,Not Provided,Not Provided,"['ACTR10', 'ARID4A', 'ARMH4', 'BAZ1A', 'BRMS1L', 'C14orf39', 'CCDC175', 'CFL2', 'DAAM1', 'DACT1', 'DHRS7', 'EAPP', 'EGLN3', 'FAM177A1', 'FLJ22447', 'GPR135', 'HIF1A', 'HIF1A-AS1', 'HIF1A-AS2', 'HIF1A-AS3', 'IGBP1P1', 'INSM2', 'JKAMP', 'KIAA0586', 'L3HYPDH', 'LRRC9', 'MBIP', 'MNAT1', 'NFKBIA', 'NKX2-1', 'NKX2-1-AS1', 'NKX2-8', 'NPAS3', 'PAX9', 'PCNX4', 'PPM1A', 'PPP2R3C', 'PRKCH', 'PRORP', 'PSMA3', 'PSMA3-AS1', 'PSMA6', 'PTCSC3', 'RALGAPA1', 'RTN1', 'SALRNA1', 'SFTA3', 'SIX1', 'SIX4', 'SIX6', 'SLC25A21', 'SLC25A21-AS1', 'SLC38A6', 'SNAPC1', 'SNORA101B', 'SNORA89', 'SNX6', 'SPTSSA', 'SRP54', 'SRP54-AS1', 'SYT16', 'TIMM9', 'TMEM30B', 'TOMM20L', 'TRMT5']"
EBC1_LUNG,20,EBC1_LUNG_amplicon20_Complex-non-cyclic_1,Complex-non-cyclic,"['chr15:26225597-26504028', 'chr15:26507265-26671602', 'chr15:41619944-41719037', 'chr15:50510048-50851058']",[],0.8907267521365658,882871.0,4.643914395097406,4.985899360169029,LowCN,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon20_Complex-non-cyclic_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon20.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon20.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon20_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon20_graph.txt,Not Provided,Not Provided,"['GABRB3', 'MGA', 'SPPL2A', 'TRPM7', 'USP50', 'USP8']"
EBC1_LUNG,21,EBC1_LUNG_amplicon21_Linear_1,Linear,['chr15:31796621-32151612'],[],0.0,354991.0,6.96456204445595,6.96456204445595,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon21_Linear_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon21.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon21.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon21_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon21_graph.txt,Not Provided,Not Provided,['OTUD7A']
EBC1_LUNG,22,EBC1_LUNG_amplicon22_Linear_1,Linear,['chr15:32606597-33063808'],['GREM1'],0.37727361773518037,457211.0,7.171068352815781,7.70735900347564,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon22_Linear_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon22.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon22.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon22_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon22_graph.txt,Not Provided,Not Provided,"['ARHGAP11A', 'ARHGAP11A-SCG5', 'FMN1', 'GREM1', 'SCG5']"
EBC1_LUNG,23,EBC1_LUNG_amplicon23_Linear_1,Linear,['chr15:42171313-42336311'],[],9.85878045866653e-13,164998.0,4.606541128084541,4.606541128084541,LowCN,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon23_Linear_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon23.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon23.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon23_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon23_graph.txt,Not Provided,Not Provided,"['GANC', 'TMEM87A', 'VPS39']"
EBC1_LUNG,24,EBC1_LUNG_amplicon24_Linear_1,Linear,['chr15:43721267-44821237'],[],0.0,1099970.0,7.655009412109725,7.655009412109725,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon24_Linear_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon24.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon24.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon24_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon24_graph.txt,Not Provided,Not Provided,"['B2M', 'CASC4', 'CATSPER2P1', 'CTDSPL2', 'EIF3J', 'EIF3J-DT', 'ELL3', 'FRMD5', 'HYPK', 'MFAP1', 'PATL2', 'PDIA3', 'PIN4P1', 'SERF2', 'SERF2-C15ORF63', 'SERINC4', 'SPG11', 'TRIM69', 'WDR76']"
EBC1_LUNG,26,EBC1_LUNG_amplicon26_Linear_1,Linear,['chr18:45825427-46062485'],[],0.7010512240507266,237058.0,5.549441005022763,5.549441005022763,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon26_Linear_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon26.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon26.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon26_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon26_graph.txt,Not Provided,Not Provided,"['EPG5', 'PSTPIP2', 'SIGLEC15']"
EBC1_LUNG,27,EBC1_LUNG_amplicon27_Complex-non-cyclic_1,Complex-non-cyclic,"['chr18:63309556-63314875', 'chr18:64609270-64619747', 'chr18:64623950-64632159', 'chr18:66339436-67291777', 'chr18:67300024-67931422', 'chr18:67931658-69505786', 'chr18:69507264-70898400', 'chr18:77598746-77609057', 'chr18:78849406-78856213']",['BCL2'],0.7848483863989394,4590126.0,4.66456487204594,8.725279822921545,None,GRCh38,lung,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EBC1_LUNG_amplicon27_Complex-non-cyclic_1_intervals.bed,samples/EBC1_LUNG/EBC1_LUNG_CNV_CALLS.bed,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon27.png,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon27.pdf,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon27_cycles.txt,samples/EBC1_LUNG/EBC1_LUNG_AA_results/EBC1_LUNG_amplicon27_graph.txt,Not Provided,Not Provided,"['BCL2', 'CCDC102B', 'CD226', 'CDH19', 'DOK6', 'DSEL', 'GTSCR1', 'LIVAR', 'RTTN', 'SOCS6', 'TMX3']"
EFM192A_BREAST,1,EFM192A_BREAST_amplicon1_ecDNA_1,ecDNA,"['chr12:45793435-46472688', 'chr12:46476732-46477333']",['ARID2'],0.6728117011677226,679854.0,6.054897105606003,6.583385576453622,LowCN,GRCh38,breast,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EFM192A_BREAST_amplicon1_ecDNA_1_intervals.bed,samples/EFM192A_BREAST/EFM192A_BREAST_CNV_CALLS.bed,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.png,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.pdf,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_cycles.txt,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_graph.txt,Not Provided,Not Provided,"['ARID2', 'SCAF11', 'SLC38A1', 'SLC38A2']"
EFM192A_BREAST,1,EFM192A_BREAST_amplicon1_ecDNA_2,ecDNA,"['chr12:31849001-32224056', 'chr12:32224089-32338324', 'chr13:20386550-20387291', 'chr13:20424566-20424767', 'chr17:38728355-39982341', 'chr17:48597637-49171246', 'chr17:50568500-52622658', 'chr17:63723305-63725940']","['CDK12', 'ERBB2', 'IGF2BP1', 'LASP1', 'MIEN1', 'MLLT6', 'NME1', 'RPL23', 'SPAG9']",0.9872069034085181,4374620.0,20.184627902726934,42.77973333433911,None,GRCh38,breast,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EFM192A_BREAST_amplicon1_ecDNA_2_intervals.bed,samples/EFM192A_BREAST/EFM192A_BREAST_CNV_CALLS.bed,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.png,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.pdf,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_cycles.txt,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_graph.txt,Not Provided,Not Provided,"['ABCC3', 'ANKRD40', 'ANKRD40CL', 'ARL5C', 'ATP5MC1', 'B4GALNT2', 'BICD1', 'C17orf98', 'CA10', 'CACNA1G', 'CACNB1', 'CALCOCO2', 'CDK12', 'CISD3', 'CRYL1', 'CWC25', 'ERBB2', 'FBXL20', 'FBXO47', 'GIP', 'GRB7', 'GSDMA', 'GSDMB', 'HOXB-AS3', 'HOXB13', 'HOXB6', 'HOXB7', 'HOXB8', 'HOXB9', 'IGF2BP1', 'IKZF3', 'LASP1', 'LRRC37A11P', 'LRRC3C', 'LUC7L3', 'MBTD1', 'MED1', 'MIEN1', 'MLLT6', 'NEUROD2', 'NME1', 'NME1-NME2', 'NME2', 'ORMDL3', 'PCGF2', 'PGAP3', 'PIP4K2B', 'PLXDC1', 'PNMT', 'PPP1R1B', 'PRAC1', 'PRAC2', 'PSMB3', 'PSMD3', 'RDM1P5', 'RESF1', 'RPL19', 'RPL23', 'SNF8', 'SNORA21', 'SNORA21B', 'SPAG9', 'STAC2', 'STARD3', 'STRADA', 'TCAP', 'TOB1', 'TOB1-AS1', 'TTLL6', 'UBE2Z', 'UTP18', 'WFIKKN2', 'ZPBP2']"
EFM192A_BREAST,1,EFM192A_BREAST_amplicon1_ecDNA_3,ecDNA,"['chr8:109056969-109057668', 'chr8:109082401-110052972', 'chr8:110706982-110707093']",[],0.665365506912649,971381.0,5.176704978197341,5.176704978197341,LowCN,GRCh38,breast,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EFM192A_BREAST_amplicon1_ecDNA_3_intervals.bed,samples/EFM192A_BREAST/EFM192A_BREAST_CNV_CALLS.bed,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.png,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.pdf,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_cycles.txt,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_graph.txt,Not Provided,Not Provided,"['EBAG9', 'ENY2', 'KCNV1', 'NUDCD1', 'PKHD1L1', 'SYBU', 'TRHR']"
EFM192A_BREAST,1,EFM192A_BREAST_amplicon1_ecDNA_4,ecDNA,['chr20:50921057-55659509'],"['CYP24A1', 'SALL4', 'ZNF217']",0.6528977875244728,4738452.0,9.206835723763756,11.667138741743221,None,GRCh38,breast,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EFM192A_BREAST_amplicon1_ecDNA_4_intervals.bed,samples/EFM192A_BREAST/EFM192A_BREAST_CNV_CALLS.bed,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.png,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.pdf,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_cycles.txt,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_graph.txt,Not Provided,Not Provided,"['ADNP-AS1', 'ATP9A', 'BCAS1', 'CYP24A1', 'DOK5', 'DPM1', 'KCNG1', 'MOCS3', 'NFATC2', 'PFDN4', 'SALL4', 'SUMO1P1', 'TSHZ2', 'ZFP64', 'ZNF217']"
EFM192A_BREAST,1,EFM192A_BREAST_amplicon1_ecDNA_5,ecDNA,"['chr8:97175992-97980822', 'chr8:101101422-101178355']","['LAPTM4B', 'MTDH']",0.593150582612418,881763.0,4.891231684717839,8.073999486923661,None,GRCh38,breast,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EFM192A_BREAST_amplicon1_ecDNA_5_intervals.bed,samples/EFM192A_BREAST/EFM192A_BREAST_CNV_CALLS.bed,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.png,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.pdf,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_cycles.txt,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_graph.txt,Not Provided,Not Provided,"['LAPTM4B', 'MATN2', 'MTDH', 'SNORD3H', 'TSPYL5', 'ZNNT1']"
EFM192A_BREAST,1,EFM192A_BREAST_amplicon1_ecDNA_6,ecDNA,"['chr8:69454874-69919625', 'chr8:80166533-81567251', 'chr8:82235722-84693340', 'chr8:89933844-92855700', 'chr8:93590258-93590492', 'chr8:94897222-95671222', 'chr8:112850566-114337870', 'chr8:114793040-114985546', 'chr8:114986132-117861499', 'chr8:117862979-119142305', 'chr8:119148976-125582887', 'chr8:125588890-125636513', 'chr8:126048001-128452923', 'chr8:128459020-128750244', 'chr8:128753780-129815745', 'chr1:51321357-51323170', 'chr1:56685738-56689514', 'chr1:57590615-57591303', 'chr17:54477446-54477509', 'chr17:57470975-57474577']","['CCN3', 'EXT1', 'MSI2', 'MYC', 'PVT1', 'RAD21', 'RUNX1T1', 'TRIB1']",1.5142402783897682,24103267.0,18.72515586801045,42.013083304655055,None,GRCh38,breast,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EFM192A_BREAST_amplicon1_ecDNA_6_intervals.bed,samples/EFM192A_BREAST/EFM192A_BREAST_CNV_CALLS.bed,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.png,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1.pdf,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_cycles.txt,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon1_graph.txt,Not Provided,Not Provided,"['AARD', 'ANXA13', 'ATAD2', 'C8orf37', 'C8orf37-AS1', 'C8orf76', 'C8orf88', 'CALB1', 'CASC11', 'CASC19', 'CASC21', 'CASC8', 'CCAT1', 'CCAT2', 'CCDC26', 'CCN3', 'COL14A1', 'COLEC10', 'CSMD3', 'DECR1', 'DEPTOR', 'DERL1', 'DSCC1', 'EIF3H', 'ENPP2', 'EXT1', 'FABP12', 'FABP4', 'FABP5', 'FABP9', 'FAM83A', 'FAM83A-AS1', 'FAM91A1', 'FBXO32', 'FER1L6', 'FER1L6-AS1', 'FER1L6-AS2', 'FLJ46284', 'GSDMC', 'HAS2', 'HAS2-AS1', 'KLHL38', 'LRATD2', 'LRRC69', 'MAL2', 'MAL2-AS1', 'MED30', 'MRPL13', 'MSI2', 'MTBP', 'MTSS1', 'MYC', 'NBN', 'NDUFAF6', 'NDUFB9', 'NECAB1', 'NSMCE2', 'OTUD6B', 'OTUD6B-AS1', 'PAG1', 'PCAT1', 'PCAT2', 'PIP4P2', 'PLEKHF2', 'PMP2', 'POU5F1B', 'PRKAA2', 'PRNCR1', 'PVT1', 'RAD21', 'RAD21-AS1', 'RALYL', 'RNF139', 'RNF139-AS1', 'RUNX1T1', 'SAMD12', 'SAMD12-AS1', 'SLC26A7', 'SLC30A8', 'SLCO5A1', 'SMILR', 'SNORD168', 'SNTB1', 'SQLE', 'SULF1', 'TAF2', 'TATDN1', 'TBC1D31', 'TMEM64', 'TMEM65', 'TMEM75', 'TNFRSF11B', 'TP53INP1', 'TRIB1', 'TRMT12', 'TRPS1', 'UTP23', 'WASHC5', 'WDYHV1', 'ZBTB10', 'ZHX1', 'ZHX1-C8orf76', 'ZHX2', 'ZNF572', 'ZNF704']"
EFM192A_BREAST,3,EFM192A_BREAST_amplicon3_ecDNA_1,ecDNA,['chr9:30672820-30831681'],[],0.6071590296262496,158861.0,4.761719881976847,7.454762216321065,None,GRCh38,breast,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EFM192A_BREAST_amplicon3_ecDNA_1_intervals.bed,samples/EFM192A_BREAST/EFM192A_BREAST_CNV_CALLS.bed,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon3.png,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon3.pdf,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon3_cycles.txt,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon3_graph.txt,Not Provided,Not Provided,[]
EFM192A_BREAST,4,EFM192A_BREAST_amplicon4_Linear_1,Linear,['chr11:69670163-70599199'],"['CTTN', 'FGF3', 'FGF4']",0.5443471924592058,929036.0,4.696756058258153,4.696756058258153,LowCN,GRCh38,breast,cell line,consolidated_classification/69d18295fc9a5d9c79b9c22a_classification_bed_files/EFM192A_BREAST_amplicon4_Linear_1_intervals.bed,samples/EFM192A_BREAST/EFM192A_BREAST_CNV_CALLS.bed,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon4.png,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon4.pdf,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon4_cycles.txt,samples/EFM192A_BREAST/EFM192A_BREAST_AA_results/EFM192A_BREAST_amplicon4_graph.txt,Not Provided,Not Provided,"['ANO1', 'CTTN', 'FADD', 'FGF19', 'FGF3', 'FGF4', 'LTO1', 'PPFIA1', 'SHANK2']"
